"icd9"	"icd9_string"	"phewas_code"	"phewas_string"	"exclude_range"	"rollup_bool"	"Ignore_bool"	"sex"	"pregnancy_related"	"category"	"category_string"
"011.65"	"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.66"	"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods (inoculation of animals)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.7"	"Tuberculous pneumothorax"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.70"	"Tuberculous pneumothorax, unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.71"	"Tuberculous pneumothorax, bacteriological or histological examination not done"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.72"	"Tuberculous pneumothorax, bacteriological or histological examination unknown (at present)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.73"	"Tuberculous pneumothorax, tubercle bacilli found (in sputum) by microscopy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.74"	"Tuberculous pneumothorax, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.75"	"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.76"	"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.8"	"Other specified pulmonary tuberculosis"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.80"	"Other specified pulmonary tuberculosis, unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.81"	"Other specified pulmonary tuberculosis, bacteriological or histological examination not done"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.82"	"Other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.83"	"Other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.84"	"Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.85"	"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.86"	"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.9"	"Unspecified pulmonary tuberculosis"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.90"	"Unspecified pulmonary tuberculosis, unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.91"	"Unspecified pulmonary tuberculosis, bacteriological or histological examination not done"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.92"	"Unspecified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.93"	"Unspecified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.94"	"Unspecified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.95"	"Unspecified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"011.96"	"Unspecified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012"	"Other respiratory tuberculosis"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.0"	"Tuberculous pleurisy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.00"	"Tuberculous pleurisy, unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.01"	"Tuberculous pleurisy, bacteriological or histological examination not done"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.02"	"Tuberculous pleurisy, bacteriological or histological examination unknown (at present)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.03"	"Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.04"	"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.05"	"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.06"	"Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.1"	"Tuberculosis of intrathoracic lymph nodes"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.10"	"Tuberculosis of intrathoracic lymph nodes, unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.11"	"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.12"	"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.13"	"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.14"	"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.15"	"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.16"	"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.2"	"Isolated tracheal or bronchial tuberculosis"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.20"	"Isolated tracheal or bronchial tuberculosis, unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.21"	"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.22"	"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.23"	"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.24"	"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.25"	"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.26"	"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.3"	"Tuberculous laryngitis"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.30"	"Tuberculous laryngitis, unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.31"	"Tuberculous laryngitis, bacteriological or histological examination not done"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.32"	"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.33"	"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.34"	"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.35"	"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.36"	"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.8"	"Other specified respiratory tuberculosis"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.80"	"Other specified respiratory tuberculosis, unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.81"	"Other specified respiratory tuberculosis, bacteriological or histological examination not done"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.82"	"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.83"	"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.84"	"Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.85"	"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"012.86"	"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013"	"Tuberculosis of meninges and central nervous system"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.0"	"Tuberculous meningitis"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.00"	"Tuberculous meningitis unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.01"	"Tuberculous meningitis, bacteriological or histological examination not done"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.02"	"Tuberculous meningitis, bacteriological or histological examination unknown (at present)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.03"	"Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.04"	"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.05"	"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.06"	"Tuberculous meningitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.1"	"Tuberculoma of meninges"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.10"	"Tuberculoma of meninges, unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.11"	"Tuberculoma of meninges, bacteriological or histological examination not done"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.12"	"Tuberculoma of meninges, bacteriological or histological examination unknown (at present)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.13"	"Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.14"	"Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.15"	"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.16"	"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.2"	"Tuberculoma of brain"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.20"	"Tuberculoma of brain, unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.21"	"Tuberculoma of brain, bacteriological or histological examination not done"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.22"	"Tuberculoma of brain, bacteriological or histological examination unknown (at present)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.23"	"Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.24"	"Tuberculoma of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.25"	"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.26"	"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.3"	"Tuberculous abscess of brain"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.30"	"Tuberculous abscess of brain, unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.31"	"Tuberculous abscess of brain, bacteriological or histological examination not done"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.32"	"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.33"	"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.34"	"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.35"	"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.36"	"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.4"	"Tuberculoma of spinal cord"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
"013.40"	"Tuberculoma of spinal cord, unspecified examination"	"010"	"Tuberculosis"	"010-041.99"	1	0	""	0	1	"infectious diseases"
